,id,listing_url,name,host_id,host_name,host_since,host_location,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,price,availability_30,availability_60,availability_90,availability_365,number_of_reviews_ltm,number_of_reviews_l30d,license,instant_bookable,calculated_host_listings_count,reviews_per_month
0,24469,https://www.airbnb.com/rooms/24469,Fortezza/City Centre Modern Apt 2+2,99178,Benedetta And Lorenzo,2010-03-26,"Florence, Toscana, Italy",5,Centro Storico,43.7821,11.24392,Entire home/apt,4,1.0,$70.00,26,56,86,361,0,0,,f,4,0.04
1,24470,https://www.airbnb.com/rooms/24470,Fortezza/City Centre Modern Apt 2+1,99178,Benedetta And Lorenzo,2010-03-26,"Florence, Toscana, Italy",5,Centro Storico,43.78202,11.24399,Entire home/apt,3,1.0,$70.00,0,0,0,107,0,0,,f,4,0.02
2,24471,https://www.airbnb.com/rooms/24471,Fortezza/City Centre Modern Apt 4+2,99178,Benedetta And Lorenzo,2010-03-26,"Florence, Toscana, Italy",5,Centro Storico,43.78202,11.24399,Entire home/apt,6,2.0,$135.00,0,0,0,107,0,0,,f,4,
3,24472,https://www.airbnb.com/rooms/24472,Fortezza/City Centre Modern Apt 4+2,99178,Benedetta And Lorenzo,2010-03-26,"Florence, Toscana, Italy",5,Centro Storico,43.78202,11.24399,Entire home/apt,6,2.0,$120.00,26,56,86,361,0,0,,f,4,0.02
4,26738,https://www.airbnb.com/rooms/26738,N4U Guest House Florence,113883,N4U Guest House,2010-04-26,"Florence, Toscana, Italy",2,Centro Storico,43.77017,11.25754,Private room,16,7.0,$139.00,12,42,72,347,0,0,,f,2,0.22
5,31840,https://www.airbnb.com/rooms/31840,A Residenza Martin  Classic room,380378,Officina 360,2011-02-07,"Florence, Tuscany, Italy",36,Centro Storico,43.77709,11.25216,Private room,2,1.0,$57.00,20,48,75,338,2,0,,t,26,0.87
6,32120,https://www.airbnb.com/rooms/32120,Welcome at Corte Verde in Florence,99235,Lucia,2010-03-26,"Florence, Toscana, Italy",1,Gavinana Galluzzo,43.76157,11.27741,Entire home/apt,2,1.0,$75.00,0,0,0,0,1,0,,t,1,0.12
7,32180,https://www.airbnb.com/rooms/32180,Charming Gem - Oltrarno City centre,13925330,Cesare,2014-04-05,"Florence, Tuscany, Italy",2,Centro Storico,43.76832,11.24348,Entire home/apt,4,2.0,$89.00,4,4,19,263,1,0,,t,2,0.15
8,32395,https://www.airbnb.com/rooms/32395,your room in florence,140170,Fabio,2010-06-07,"Florence, Toscana, Italy",5,Centro Storico,43.76268,11.24149,Hotel room,2,1.0,$60.00,15,45,75,338,20,2,,t,5,3.84
9,39115,https://www.airbnb.com/rooms/39115,Central Double Shared Bathroom,167739,Lorenzo,2010-07-15,"Florence, Toscana, Italy",10,Centro Storico,43.77525,11.25258,Private room,2,1.0,$65.00,3,6,19,270,2,0,,f,11,0.36
10,39165,https://www.airbnb.com/rooms/39165,Florence Central Double Private Bathroom,167739,Lorenzo,2010-07-15,"Florence, Toscana, Italy",10,Centro Storico,43.77525,11.25258,Private room,2,1.0,$72.00,25,55,67,304,1,0,,f,11,0.11
11,39822,https://www.airbnb.com/rooms/39822,Apartment Santa Monaca,154769,Matilde,2010-06-29,"Florence, Toscana, Italy",6,Centro Storico,43.76742,11.24378,Entire home/apt,4,2.0,$75.00,0,0,0,138,0,0,,f,4,0.18
12,42997,https://www.airbnb.com/rooms/42997,Pinzochere 2DX Studio,4156491,Apartments Florence,2012-11-15,"Florence, Tuscany, Italy",189,Centro Storico,43.76944,11.26331,Entire home/apt,2,1.0,$102.00,0,0,0,73,0,0,048017LTN4061,t,125,0.02
13,43365,https://www.airbnb.com/rooms/43365,Pinzochere 2SX by Santa Croce,4156491,Apartments Florence,2012-11-15,"Florence, Tuscany, Italy",189,Centro Storico,43.76944,11.26331,Entire home/apt,3,1.0,$143.00,0,0,0,0,0,0,048017LTN4277,t,125,0.01
14,43369,https://www.airbnb.com/rooms/43369,Pinzochere Mansarda at SANTA CROCE,4156491,Apartments Florence,2012-11-15,"Florence, Tuscany, Italy",189,Centro Storico,43.76944,11.26331,Entire home/apt,2,1.0,$122.00,0,0,0,0,0,0,048017LTN4271,t,125,0.07
15,44781,https://www.airbnb.com/rooms/44781,Stylish Terrace on Boboli Gardens,33210,Rocco,2009-08-22,"Florence, Tuscany, Italy",1,Centro Storico,43.76418,11.24618,Entire home/apt,4,1.0,$99.00,13,13,13,214,24,1,,t,1,2.24
16,45606,https://www.airbnb.com/rooms/45606,MATTEO Apart. Florence Centre,202686,Tarcisio,2010-08-16,"Florence, Toscana, Italy",3,Isolotto Legnaia,43.7728,11.23746,Entire home/apt,3,1.0,$70.00,2,31,44,319,6,0,,t,3,3.2
17,46520,https://www.airbnb.com/rooms/46520,A Residenza Martin:  Superior room,380378,Officina 360,2011-02-07,"Florence, Tuscany, Italy",36,Centro Storico,43.77699,11.25216,Private room,3,1.0,$57.00,25,55,82,345,6,0,,t,26,0.68
18,46523,https://www.airbnb.com/rooms/46523,A Residenza Martin:  Single room,380378,Officina 360,2011-02-07,"Florence, Tuscany, Italy",36,Centro Storico,43.77704,11.25217,Private room,1,1.0,$43.00,16,44,74,333,16,5,,t,26,1.59
19,46524,https://www.airbnb.com/rooms/46524,A Residenza Martin:  Deluxe room,380378,Officina 360,2011-02-07,"Florence, Tuscany, Italy",36,Centro Storico,43.777,11.25216,Private room,3,1.0,$59.00,24,54,81,344,12,1,,t,26,0.6
20,47498,https://www.airbnb.com/rooms/47498,Leonardo House,215302,Darko,2010-08-28,"Florence, Toscana, Italy",4,Centro Storico,43.77386,11.25028,Private room,3,1.0,$46.00,22,52,82,357,6,1,,t,3,3.59
21,48372,https://www.airbnb.com/rooms/48372,Central Single Shared Bathroom,167739,Lorenzo,2010-07-15,"Florence, Toscana, Italy",10,Centro Storico,43.77525,11.25258,Private room,1,1.0,$46.00,11,20,50,301,0,0,,f,11,0.03
22,52543,https://www.airbnb.com/rooms/52543,FILIPPO Apartm. FLORENCE CENTER,202686,Tarcisio,2010-08-16,"Florence, Toscana, Italy",3,Isolotto Legnaia,43.77175,11.2364,Entire home/apt,5,1.0,$70.00,0,0,0,77,1,0,,t,3,1.48
23,52545,https://www.airbnb.com/rooms/52545,LETIZIA FLORENCE CENTER Apartm.,202686,Tarcisio,2010-08-16,"Florence, Toscana, Italy",3,Isolotto Legnaia,43.77164,11.23819,Entire home/apt,4,1.0,$80.00,16,16,16,229,1,0,,t,3,1.64
24,57542,https://www.airbnb.com/rooms/57542,love Florence?love Florentin house,274074,Elly,2010-10-29,"Florence, Toscana, Italy",22,Centro Storico,43.77236,11.24787,Entire home/apt,4,1.0,$111.00,10,22,45,320,3,0,,f,12,0.81
25,57572,https://www.airbnb.com/rooms/57572,Camera Verde B&B Leonardo da Vinci,274227,Carla,2010-10-29,"Florence, Toscana, Italy",3,Campo di Marte,43.78244,11.26419,Private room,3,1.0,$48.00,0,14,44,316,0,0,,t,3,1.19
26,57644,https://www.airbnb.com/rooms/57644,Terrazzino Apartment,274758,Francesco,2010-10-30,"Florence, Toscana, Italy",6,Centro Storico,43.77713,11.26182,Entire home/apt,4,1.0,$90.00,1,13,43,181,7,1,,t,5,0.6
27,57767,https://www.airbnb.com/rooms/57767,Toscanella Apartment,274758,Francesco,2010-10-30,"Florence, Toscana, Italy",6,Centro Storico,43.76728,11.25066,Entire home/apt,8,3.0,$168.00,5,35,65,270,0,0,,t,5,0.63
28,57859,https://www.airbnb.com/rooms/57859,"Bright flat,Terrace central Firenze",274074,Elly,2010-10-29,"Florence, Toscana, Italy",22,Centro Storico,43.77652,11.25588,Entire home/apt,3,1.0,$90.00,14,14,28,275,8,0,,t,12,1.21
29,60838,https://www.airbnb.com/rooms/60838,Home Sweet Home away from home 753 Square Feet,293716,Paolo,2010-11-21,"Florence, Toscana, Italy",1,Centro Storico,43.77263,11.26316,Entire home/apt,4,2.0,$88.00,24,54,84,264,2,0,,f,1,0.65
30,61209,https://www.airbnb.com/rooms/61209,B&B Leonardo da Vinci Double Room,274227,Carla,2010-10-29,"Florence, Toscana, Italy",3,Campo di Marte,43.78209,11.26469,Private room,2,1.0,$42.00,0,14,44,319,0,0,,t,3,3.38
31,64023,https://www.airbnb.com/rooms/64023,Loft style historical Central,96905,Elisabetta And Claudia,2010-03-21,"Florence, Tuscany, Italy",3,Centro Storico,43.77089,11.25966,Entire home/apt,2,1.0,$60.00,4,4,13,202,3,0,,t,3,1.2
32,66045,https://www.airbnb.com/rooms/66045,ARTISTI bright and comfortable apartment,323151,Mauro,2010-12-20,"Florence, Toscana, Italy",4,Campo di Marte,43.78262,11.26856,Entire home/apt,4,1.0,$70.00,0,15,45,320,0,0,,f,4,0.72
33,66324,https://www.airbnb.com/rooms/66324,"Le Tre Stanze Bedrooms,Junior Suite",324794,Steiner,2010-12-22,"Florence, Toscana, Italy",3,Centro Storico,43.77149,11.2594,Private room,3,1.0,$120.00,15,45,75,350,0,0,,f,3,0.21
34,66353,https://www.airbnb.com/rooms/66353,AGNOLO gorgeous and colorful flat,323151,Mauro,2010-12-20,"Florence, Toscana, Italy",4,Centro Storico,43.77055,11.26723,Entire home/apt,5,3.0,$107.00,27,57,87,362,0,0,,f,4,0.17
35,66598,https://www.airbnb.com/rooms/66598,Santa Croce wonderful and cozy apartment,323151,Mauro,2010-12-20,"Florence, Toscana, Italy",4,Centro Storico,43.76787,11.26324,Entire home/apt,7,2.0,$95.00,0,12,42,225,0,0,,f,4,1.02
36,66903,https://www.airbnb.com/rooms/66903,apartment in the center of Florence,328936,Stefano,2010-12-28,"Florence, Toscana, Italy",1,Centro Storico,43.77591,11.25846,Entire home/apt,4,1.0,$75.00,25,55,85,360,0,0,,t,1,0.07
37,67725,https://www.airbnb.com/rooms/67725,Central Triple Private Bathroom,167739,Lorenzo,2010-07-15,"Florence, Toscana, Italy",10,Centro Storico,43.77525,11.25258,Private room,3,1.0,$90.00,26,30,30,221,1,0,,f,11,0.05
38,68273,https://www.airbnb.com/rooms/68273,Regal Apartment in 16th Century Florentine Palazzo,338220,Allegra,2011-01-07,"Florence, Toscana, Italy",4,Centro Storico,43.77931,11.25805,Entire home/apt,3,1.0,$124.00,0,0,0,76,6,0,,t,1,0.3
39,68530,https://www.airbnb.com/rooms/68530,Lovely Flat in Old Town Florence,340421,Franco,2011-01-09,"Florence, Toscana, Italy",1,Centro Storico,43.77597,11.25035,Entire home/apt,6,2.0,$80.00,11,41,71,274,10,3,,t,1,0.59
40,70885,https://www.airbnb.com/rooms/70885,Central Double Shared Bathroom,167739,Lorenzo,2010-07-15,"Florence, Toscana, Italy",10,Centro Storico,43.77525,11.25258,Private room,2,1.0,$57.00,25,33,33,230,1,0,,f,11,0.16
41,71605,https://www.airbnb.com/rooms/71605,Florence Central Double Private Bathroom,167739,Lorenzo,2010-07-15,"Florence, Toscana, Italy",10,Centro Storico,43.77525,11.25258,Private room,2,1.0,$72.00,26,56,86,337,3,1,,f,11,0.14
42,73345,https://www.airbnb.com/rooms/73345,Luxury Apartment near Duomo,382561,Ati,2011-02-08,"Florence, Tuscany, Italy",6,Centro Storico,43.76971,11.2518,Entire home/apt,4,1.0,$68.00,18,48,78,337,16,0,,t,4,1.49
43,73739,https://www.airbnb.com/rooms/73739,Your apartment in the Heart of City,385786,Dante,2011-02-10,"Rome, Lazio, Italy",1,Isolotto Legnaia,43.76988,11.23978,Entire home/apt,4,1.0,$72.00,15,15,15,274,2,0,,t,1,0.28
44,74682,https://www.airbnb.com/rooms/74682,Large Studio in Ognissanti Palace,386165,Gian,2011-02-10,"Florence, Toscana, Italy",1,Centro Storico,43.77243,11.24519,Entire home/apt,2,1.0,$38.00,3,8,13,261,47,2,,f,1,6.53
45,75803,https://www.airbnb.com/rooms/75803,B&B Borgo Ponte all'Asse,403066,Paola,2011-02-21,"Firenze, Toscana, Italy",3,Gavinana Galluzzo,43.74384,11.21331,Private room,8,2.0,$100.00,0,0,16,291,0,0,,f,3,0.07
46,77570,https://www.airbnb.com/rooms/77570,Duomo Flat Amazing view in Florence,416144,Massimiliano,2011-03-01,"Florence, Toscana, Italy",2,Centro Storico,43.77272,11.25914,Entire home/apt,4,2.0,$130.00,0,21,46,224,59,5,,t,1,5.01
47,80692,https://www.airbnb.com/rooms/80692,Alfani Suite by GALLERIA ACCADEMIA,4156491,Apartments Florence,2012-11-15,"Florence, Tuscany, Italy",189,Centro Storico,43.77556,11.26009,Entire home/apt,4,1.0,$153.00,0,0,0,0,0,0,048017LTN3740,t,125,0.03
48,80693,https://www.airbnb.com/rooms/80693,Alfani Terrace 2b near the Duomo,4156491,Apartments Florence,2012-11-15,"Florence, Tuscany, Italy",189,Centro Storico,43.77556,11.26009,Entire home/apt,6,2.0,$202.00,9,9,9,9,0,0,048017LTN3741,t,125,0.13
49,80694,https://www.airbnb.com/rooms/80694,Alfani 2b VIEW OF DUOMO,4156491,Apartments Florence,2012-11-15,"Florence, Tuscany, Italy",189,Centro Storico,43.77556,11.26009,Entire home/apt,6,2.0,$201.00,0,0,0,108,0,0,048017LTN3742,t,125,0.16
50,81606,https://www.airbnb.com/rooms/81606,MAGDA: - close to the DUOMO-SPECIAL APRIL-MAY,434231,Magda,2011-03-10,"Viareggio, Tuscany, Italy",11,Centro Storico,43.7736,11.25881,Entire home/apt,6,2.0,$140.00,6,6,6,256,0,0,,f,6,0.04
51,81897,https://www.airbnb.com/rooms/81897,"OYSTER: lovely for 2, QUIET, by the DUOMO",434231,Magda,2011-03-10,"Viareggio, Tuscany, Italy",11,Centro Storico,43.77488,11.25966,Entire home/apt,2,1.0,$146.00,15,16,16,161,0,0,,f,6,0.04
52,82478,https://www.airbnb.com/rooms/82478,"MASSIMO: A CHARMING  LOFT for TWO, BY THE DUOMO",434231,Magda,2011-03-10,"Viareggio, Tuscany, Italy",11,Centro Storico,43.77551,11.25912,Entire home/apt,2,1.0,$146.00,2,16,16,210,0,0,,f,6,0.06
53,82496,https://www.airbnb.com/rooms/82496,ARIANNA: a lovely apartment for 4 by the Duomo,434231,Magda,2011-03-10,"Viareggio, Tuscany, Italy",11,Centro Storico,43.7755,11.25826,Entire home/apt,4,2.0,$110.00,0,0,28,303,0,0,,f,6,
54,82626,https://www.airbnb.com/rooms/82626,Florence Central Twin Shared Bathroom,167739,Lorenzo,2010-07-15,"Florence, Toscana, Italy",10,Centro Storico,43.77525,11.25258,Private room,2,1.0,$65.00,10,19,49,300,0,0,,f,11,0.13
55,83045,https://www.airbnb.com/rooms/83045,Classy & big penthouse + cooking,405852,Michele,2011-02-23,"Florence, Toscana, Italy",2,Centro Storico,43.76807,11.25997,Entire home/apt,10,5.0,$320.00,12,42,63,241,5,1,,f,1,1.62
56,84726,https://www.airbnb.com/rooms/84726,Boboli Garden S. Spirito Center,154769,Matilde,2010-06-29,"Florence, Toscana, Italy",6,Centro Storico,43.76207,11.24275,Entire home/apt,3,1.0,$69.00,0,0,0,107,0,0,,f,4,0.75
57,84829,https://www.airbnb.com/rooms/84829,APT. with terrace at the Cathedral,463865,Alessandro,2011-03-26,"Florence, Tuscany, Italy",2,Centro Storico,43.77358,11.25723,Entire home/apt,4,1.0,$105.00,22,52,82,277,11,1,,f,1,0.71
58,86503,https://www.airbnb.com/rooms/86503,ALLEGRI: A LOFT WITH A GARDEN  IN ST. CROCE,434231,Magda,2011-03-10,"Viareggio, Tuscany, Italy",11,Centro Storico,43.76968,11.26292,Entire home/apt,4,1.0,$100.00,7,7,7,116,0,0,,f,6,0.04
59,87404,https://www.airbnb.com/rooms/87404,Hotel Il Bargellino highest ratings,478796,Giuseppe,2011-04-02,"Florence, Tuscany, Italy",3,Centro Storico,43.77892,11.25135,Private room,2,1.0,$109.00,20,50,80,355,12,0,,f,3,0.21
60,89856,https://www.airbnb.com/rooms/89856,Private terrace Live like a local in St Croce ⭐️,488317,Diana,2011-04-06,"Florence, Tuscany, Italy",35,Centro Storico,43.76801,11.26212,Entire home/apt,4,2.0,$153.00,5,35,65,314,13,1,048017LTN3278,t,34,0.89
61,90557,https://www.airbnb.com/rooms/90557,Magic Florence,490856,Maya,2011-04-07,"Florence, Tuscany, Italy",1,Campo di Marte,43.77017,11.27702,Entire home/apt,1,1.0,$80.00,0,14,44,319,2,0,,f,1,0.48
62,94913,https://www.airbnb.com/rooms/94913,Central room with private bathroom,506219,Elisabetta E Giovanni,2011-04-13,"Florence, Toscana, Italy",6,Centro Storico,43.76971,11.24542,Private room,3,1.0,$45.00,6,20,25,228,19,5,,t,2,2.77
63,95222,https://www.airbnb.com/rooms/95222,HARMONY and HOSPITALITY - B & B,507281,Fiorella,2011-04-13,"Florence, Toscana, Italy",2,Rifredi,43.79248,11.22024,Private room,2,1.0,$184.00,0,1,1,48,0,0,,t,2,0.02
64,96355,https://www.airbnb.com/rooms/96355,B&B heart of Florence- Uffizi,511621,Elona,2011-04-15,"Florence, Tuscany, Italy",3,Centro Storico,43.76889,11.25636,Hotel room,2,1.0,$101.00,23,53,83,358,0,0,,t,2,0.95
65,99764,https://www.airbnb.com/rooms/99764,Michelangelo Guesthouse,525133,Niccolò,2011-04-21,"Florence, Toscana, Italy",2,Gavinana Galluzzo,43.76366,11.27202,Private room,2,1.0,$129.00,30,60,90,365,0,0,,f,1,
66,103905,https://www.airbnb.com/rooms/103905,Pandolfini 1b close to Duomo,4156491,Apartments Florence,2012-11-15,"Florence, Tuscany, Italy",189,Centro Storico,43.77089,11.2606,Entire home/apt,3,1.0,$109.00,0,0,0,0,0,0,,t,125,0.02
67,105652,https://www.airbnb.com/rooms/105652,Quiet haven in San Lorenzo area,5033794,Artan,2013-02-10,"Florence, Tuscany, Italy",5,Centro Storico,43.77598,11.2548,Entire home/apt,10,3.0,$156.00,0,0,0,0,0,0,,f,5,3.19
68,106407,https://www.airbnb.com/rooms/106407,Ghibellina 4B by MICHELANGELO'S HOUSE,4156491,Apartments Florence,2012-11-15,"Florence, Tuscany, Italy",189,Centro Storico,43.76977,11.26376,Entire home/apt,10,4.0,$299.00,0,0,0,159,0,0,048017LTN4274,t,125,0.29
69,109302,https://www.airbnb.com/rooms/109302,Camera in centro a Firenze,564660,Manuela,2011-05-07,"Florence, Toscana, Italy",2,Centro Storico,43.77082,11.25711,Private room,2,1.0,$65.00,28,58,88,363,1,0,,f,1,0.79
70,113063,https://www.airbnb.com/rooms/113063,Il Bargello Bed & Breakfast,575824,Gabriella,2011-05-10,"Florence, Tuscany, Italy",2,Centro Storico,43.77179,11.25879,Private room,2,1.0,$73.00,20,50,80,355,0,0,,f,2,
71,122324,https://www.airbnb.com/rooms/122324,"Villa with great view over Florence, pool, Wi-Fi",613199,Lorenzo,2011-05-22,"Florence, Tuscany, Italy",6,Campo di Marte,43.80924,11.27349,Entire home/apt,12,5.0,$549.00,23,53,83,253,1,0,048017LTN4431,t,2,0.17
72,124134,https://www.airbnb.com/rooms/124134,Florence Flat Great Quality/Price,616226,Christina,2011-05-23,"Florence, Tuscany, Italy",3,Isolotto Legnaia,43.77423,11.23028,Entire home/apt,6,2.0,$65.00,24,54,81,348,0,0,,f,2,1.57
73,128095,https://www.airbnb.com/rooms/128095,Station-Center Sun room-TreGigliBB,633736,Fernanda,2011-05-27,IT,3,Centro Storico,43.77412,11.24568,Private room,2,1.0,$60.00,15,45,75,346,0,0,,t,2,1.27
74,128907,https://www.airbnb.com/rooms/128907,Il Podesta Apartment in Florence,636702,Massimiliano Lepri,2011-05-28,"Florence, Tuscany, Italy",1,Gavinana Galluzzo,43.74913,11.23474,Entire home/apt,4,2.0,$67.00,4,34,64,313,0,0,,t,1,1.41
75,132955,https://www.airbnb.com/rooms/132955,Il MelogranoFelice center Florence,653025,Alessandro,2011-06-01,"Florence, Tuscany, Italy",2,Centro Storico,43.76035,11.24044,Private room,2,1.0,$31.00,14,37,37,217,0,0,,f,1,0.35
76,133411,https://www.airbnb.com/rooms/133411,Florence Central Double Private Bathroom,167739,Lorenzo,2010-07-15,"Florence, Toscana, Italy",10,Centro Storico,43.77533,11.25254,Private room,2,1.0,$72.00,15,17,34,285,2,0,,f,11,0.1
77,136906,https://www.airbnb.com/rooms/136906,Double room private bathroom near Florence center,669835,Laura,2011-06-06,"Prato, Toscana, Italy",4,Rifredi,43.78956,11.2443,Private room,2,1.0,$55.00,15,45,75,349,0,0,,f,4,0.05
78,136910,https://www.airbnb.com/rooms/136910,VVMONO - ROOM in the HEART of FLR,669847,Alberto,2011-06-06,"Florence, Tuscany, Italy",3,Centro Storico,43.77111,11.24893,Entire home/apt,1,1.0,$44.00,29,59,89,364,1,0,,f,2,0.52
79,138936,https://www.airbnb.com/rooms/138936,"Loft in SMN,be happy&enjoy Firenze!",525814,Isabella,2011-04-21,"Florence, Tuscany, Italy",1,Centro Storico,43.77579,11.24643,Private room,2,1.0,$51.00,0,14,44,44,0,0,,f,1,0.82
80,141661,https://www.airbnb.com/rooms/141661,"""Grande Pepi"" - Luxury in the heart of Florence!",688861,Massimo,2011-06-11,"Florence, Toscana, Italy",7,Centro Storico,43.77255,11.26408,Entire home/apt,9,3.0,$174.00,14,41,71,302,7,1,,t,3,0.27
81,142389,https://www.airbnb.com/rooms/142389,Pinzochere 1DX near Santa Croce,4156491,Apartments Florence,2012-11-15,"Florence, Tuscany, Italy",189,Centro Storico,43.76958,11.26351,Entire home/apt,4,1.0,$126.00,0,0,0,0,0,0,048017LTN4060,t,125,0.01
82,142416,https://www.airbnb.com/rooms/142416,Rosa Studio near SANTA CROCE,4156491,Apartments Florence,2012-11-15,"Florence, Tuscany, Italy",189,Centro Storico,43.7702,11.26215,Entire home/apt,4,1.0,$146.00,0,0,0,0,0,0,,t,125,0.2
83,142420,https://www.airbnb.com/rooms/142420,"Laura Loft , view of Duomo",4156491,Apartments Florence,2012-11-15,"Florence, Tuscany, Italy",189,Centro Storico,43.77577,11.26377,Entire home/apt,4,1.0,$165.00,0,0,0,0,0,0,,t,125,0.02
84,146586,https://www.airbnb.com/rooms/146586,"double room, possible extra bed Florence",669835,Laura,2011-06-06,"Prato, Toscana, Italy",4,Rifredi,43.78957,11.24286,Private room,2,1.0,$55.00,15,45,75,350,0,0,,f,4,0.03
85,146732,https://www.airbnb.com/rooms/146732,EXPLORING ART RETREAT,709145,Marco,2011-06-16,"Florence, Tuscany, Italy",2,Centro Storico,43.7622,11.2431,Entire home/apt,4,2.0,$61.00,0,0,0,0,0,0,,t,1,0.21
86,147220,https://www.airbnb.com/rooms/147220,S.Antonino 360° Views 5 Minutes from Duomo,4156491,Apartments Florence,2012-11-15,"Florence, Tuscany, Italy",189,Centro Storico,43.77569,11.25229,Entire home/apt,8,3.0,$365.00,23,53,80,291,2,1,048017LTN3439,t,125,0.53
87,150675,https://www.airbnb.com/rooms/150675,The smallest hostel of Florence - Moonshine Avenue,725879,Nadja Maria,2011-06-21,"Florence, Toscana, Italy",14,Centro Storico,43.77522,11.25454,Private room,2,1.0,$48.00,18,46,74,243,53,6,,t,14,5.53
88,151758,https://www.airbnb.com/rooms/151758,"Florence bright red, extra bed",669835,Laura,2011-06-06,"Prato, Toscana, Italy",4,Rifredi,43.79119,11.24345,Shared room,2,1.0,$48.00,15,45,68,343,0,0,,f,4,0.09
89,152738,https://www.airbnb.com/rooms/152738,Tony's Rental rooms,734784,Antonio,2011-06-23,"Florence, Tuscany, Italy",4,Centro Storico,43.76431,11.24667,Private room,2,1.0,$49.00,0,0,27,302,0,0,,f,5,
90,154902,https://www.airbnb.com/rooms/154902,Huge private room,745107,Gigi,2011-06-26,"Florence, Tuscany, Italy",3,Centro Storico,43.78009,11.24325,Private room,2,1.0,$16.00,18,48,78,347,0,0,,f,3,0.63
91,160310,https://www.airbnb.com/rooms/160310,Romantic Hideaway Near Central Rail Station,768323,Paolo,2011-07-02,"Florence, Toscana, Italy",6,Centro Storico,43.77521,11.24534,Entire home/apt,2,1.0,$46.00,15,45,73,336,26,6,,t,4,1.83
92,160352,https://www.airbnb.com/rooms/160352,Love Nest Near Central Rail Station,768323,Paolo,2011-07-02,"Florence, Toscana, Italy",6,Centro Storico,43.77586,11.2443,Entire home/apt,2,1.0,$44.00,10,38,66,325,24,3,,t,4,2.31
93,160366,https://www.airbnb.com/rooms/160366,Historic Apartment near Central Station,768323,Paolo,2011-07-02,"Florence, Toscana, Italy",6,Centro Storico,43.77427,11.24729,Entire home/apt,3,1.0,$45.00,8,38,68,329,47,5,,t,4,4.5
94,160399,https://www.airbnb.com/rooms/160399,"Ponte Vecchio Apartment, Private & Cosy",768323,Paolo,2011-07-02,"Florence, Toscana, Italy",6,Centro Storico,43.76584,11.2544,Entire home/apt,3,1.0,$42.00,8,38,66,330,52,7,,t,4,3.3
95,161134,https://www.airbnb.com/rooms/161134,New Appartment River Front,992661,David,2011-08-19,"Agliana, Tuscany, Italy",1,Isolotto Legnaia,43.77278,11.23709,Entire home/apt,2,1.0,$74.00,0,18,23,298,0,0,,f,1,
96,162037,https://www.airbnb.com/rooms/162037,Window on the Park of Florence,774842,Laura,2011-07-04,"Florence, Tuscany, Italy",3,Rifredi,43.78974,11.25802,Private room,2,1.0,$25.00,0,0,0,0,5,1,,t,1,3.96
97,167190,https://www.airbnb.com/rooms/167190,Double economy near the center,669835,Laura,2011-06-06,"Prato, Toscana, Italy",4,Rifredi,43.79136,11.24504,Shared room,2,1.0,$48.00,15,45,75,350,0,0,,f,4,0.02
98,168970,https://www.airbnb.com/rooms/168970,Pinzochere PT by Santa Croce,4156491,Apartments Florence,2012-11-15,"Florence, Tuscany, Italy",189,Centro Storico,43.76958,11.26351,Entire home/apt,4,1.0,$146.00,0,0,0,0,0,0,048017LTN4278,t,125,0.01
99,174420,https://www.airbnb.com/rooms/174420,Florence Historycal centre -Tuscany,833421,Valentina,2011-07-18,"Turin, Piedmont, Italy",1,Centro Storico,43.77225,11.24849,Entire home/apt,4,2.0,$49.00,13,30,31,293,7,0,,f,1,0.83
100,175290,https://www.airbnb.com/rooms/175290,Bilocale affitto,838022,Maura,2011-07-19,"Florence, Toscana, Italy",1,Rifredi,43.79584,11.23991,Entire home/apt,2,1.0,$48.00,16,46,76,351,0,0,,f,1,
101,182820,https://www.airbnb.com/rooms/182820,Pergola 2b by Duomo,4156491,Apartments Florence,2012-11-15,"Florence, Tuscany, Italy",189,Centro Storico,43.77387,11.26177,Entire home/apt,4,2.0,$207.00,0,0,0,0,0,0,,t,125,
102,182984,https://www.airbnb.com/rooms/182984,"Central, quiet near the Old Bridge",877420,Filippo,2011-07-27,"Sesto Fiorentino, Toscana, Italy",1,Centro Storico,43.76554,11.2586,Entire home/apt,4,1.0,$80.00,20,50,80,263,1,0,,f,1,0.1
103,189586,https://www.airbnb.com/rooms/189586,Florence Gioberti Suite.,914650,Thomas,2011-08-03,"Florence, Toscana, Italy",2,Campo di Marte,43.77069,11.27713,Entire home/apt,4,1.0,$110.00,15,45,75,327,6,0,,t,2,0.37
104,191323,https://www.airbnb.com/rooms/191323,LOFT PANDO S.CROCE FLORENCE CENTER,914650,Thomas,2011-08-03,"Florence, Toscana, Italy",2,Centro Storico,43.77178,11.26133,Entire home/apt,4,1.0,$110.00,0,0,0,194,0,0,,t,2,0.58
105,193675,https://www.airbnb.com/rooms/193675,romantic apt in San Frediano,939139,Monica,2011-08-08,"Pesaro, Marche, Italy",1,Centro Storico,43.76778,11.24119,Entire home/apt,4,1.0,$49.00,18,48,78,353,10,0,,f,1,0.56
106,197711,https://www.airbnb.com/rooms/197711,"Apartment in the Old Town of Florence,near Dome!",294068,Cheti,2010-11-21,"Florence, Toscana, Italy",2,Centro Storico,43.77249,11.26121,Entire home/apt,3,1.0,$107.00,25,55,85,334,10,0,,f,1,1.03
